A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
488,2.069823748,-1.987112469,-2.658363796,2.204464118,0.340968413,0.276198288,1.030098094,good
489,-0.198221898,-0.496620367,0.351846971,0.058835702,1.803724472,0.368058992,-4.534759594,good
490,-2.18697369,0.679478079,-0.83236244,-0.299714631,-0.447194461,2.10493896,0.871449566,bad
491,1.172627897,-1.277302089,-0.434008982,2.819312166,2.39643271,-2.801637468,2.297794779,good
492,-2.55634903,-1.124421914,0.471488197,1.584421208,-0.801238495,1.616117667,0.659567289,bad
493,-2.492582691,-2.065916565,1.08117994,1.267672885,-1.60072238,-2.831947492,0.627116568,good
494,-1.207448947,-0.451045983,-1.210911866,-1.159410742,-0.26670842,0.86145508,-2.877781254,bad
495,-2.362907172,-0.458136841,1.884846934,2.491170628,0.969093571,-0.194277004,1.921861905,bad
496,-0.956354026,0.990503736,-2.189060121,0.758419861,-0.612462867,0.660521787,0.119975723,bad
497,0.195053866,-1.695443319,-1.539490605,0.777202672,0.394889798,3.100585133,-0.566140943,bad
498,0.38324912,0.379942971,-2.241083058,2.900525971,4.191639215,-2.859764021,0.192862807,good
499,1.193985973,-1.337803989,-1.825692218,2.023852183,-0.461605227,0.301511261,0.661329719,bad
500,3.632166776,-1.284282394,-2.141628184,0.495085579,2.477553365,0.499045553,1.837355596,good
501,-5.015906139,-1.95026027,3.213235443,2.778096614,0.831640398,0.039786534,3.597187215,bad
502,-2.26486617,-0.286662556,3.605908222,-1.120043649,0.632756491,-0.466272086,-1.394008361,good
503,-1.376783419,1.087996723,0.826209477,-0.221215872,2.21991327,-0.764982226,-2.793455657,good
504,2.174392776,-2.650980234,-1.410461112,2.19446055,2.864418528,-1.27279455,1.725500851,good
505,-0.739509755,-0.754330064,-2.71402938,-0.72212188,-0.530146542,2.8621324,-1.844098803,bad
506,2.38669846,1.108557014,-1.277840288,4.882421465,-1.61489057,-1.471722502,1.511514415,good
507,1.898334792,3.304017185,0.853349209,-1.053534639,1.109547018,-1.162182741,3.306494887,good
508,-2.34425727,-4.028971635,0.283568222,-0.518436981,-0.543546687,2.687180088,-4.92196266,bad
509,-0.936654303,-0.894962693,-0.127975171,-0.30785624,1.135294472,2.023146261,-0.468873071,good
510,-2.361152461,-1.056803639,-0.478045687,-0.022595107,0.122593363,2.110887484,-1.569037068,bad
511,-3.390552063,-0.499184306,1.340704596,1.46609956,1.971038411,0.353401079,2.294602509,bad
512,4.006434286,-0.601776337,-2.904516962,1.328494487,-0.174740271,1.87241232,1.904849585,good
513,-0.051337785,-2.188047004,-1.930941619,3.156301325,-2.526631679,0.383932676,-1.17091649,bad
514,-0.071526396,-0.298655096,-2.200538846,1.683788192,-1.506103295,0.155929658,-0.779829007,bad
515,-0.327374508,-1.993498339,1.036866142,2.286853185,1.044849578,1.652853003,-0.657783225,good
516,-0.832533197,0.463472657,-0.843983167,1.489057848,-2.205796379,-0.451074692,0.725999977,bad
517,0.825969108,-0.792048053,-0.502043042,-0.562489375,0.721549216,-0.098617443,2.836815744,good
518,1.418533482,-1.14670102,-0.050510953,0.454915849,-0.368316304,2.642280012,-1.347701929,good
519,-0.268286702,0.744817567,-1.530028706,0.898980353,0.837999802,0.79072635,-0.542510772,good
520,-5.640919787,0.607573234,1.761167436,2.057748804,1.799598131,3.143325358,1.393033847,bad
521,0.763598426,-1.429125238,-0.340216503,1.658917029,-1.251979348,1.424636916,0.842211258,bad
522,1.004702069,-4.521360136,-0.506152982,1.477988099,2.24658432,-1.523423649,-0.693510247,good
523,-2.287735912,-1.827261033,-1.487680672,0.060518219,3.199844886,2.187911184,1.222003358,bad
524,0.235550495,-0.743987656,-2.23897547,1.929705461,-1.331811846,0.934118092,-0.286911456,bad
525,2.117070831,-0.987348564,-4.111676899,1.887538063,-0.491670135,2.087674296,-1.652114056,bad
526,2.955488307,-4.794292941,-2.326891314,2.13314067,2.31307647,-0.152155817,0.397002044,good
527,-3.812940846,-0.537230863,1.663254856,-1.748888244,1.255262724,3.300373685,-0.274575749,bad
528,-1.406763969,-1.04892287,1.442689301,0.1584733,1.405372151,-3.400368075,0.701403599,good
529,-0.57575845,-4.425986303,-0.261717525,-1.557399872,5.079227105,-1.727586272,1.50903555,good
530,-4.064500016,-1.41174192,0.048229844,2.073441262,-2.387439761,2.75981936,-0.035775461,bad
531,-2.002108913,0.914239187,-1.212154567,0.377442914,-0.412552323,1.292215365,0.390464668,bad
532,-0.623133721,-0.096714319,-5.22627069,-0.603652309,-0.098712083,5.29496991,-0.703213729,bad
533,-0.350767863,2.516610427,-3.492288975,0.308696197,0.166494573,1.796717253,-1.046069507,good
534,-1.125288337,-1.845454,0.548017726,-2.162441384,4.830884086,-2.314961022,2.069446272,good
535,-0.441543324,-2.207321539,-2.668634637,0.778623519,0.189522048,3.35459343,0.409553081,bad
536,-2.386099988,-1.611333274,2.076455983,1.346120056,0.290659351,1.240376333,0.050116799,good
537,2.849105469,-0.810499077,-1.769151634,0.863338603,1.332377623,0.049158401,1.185050162,bad
538,-3.010789725,-0.639898416,-2.456270868,-0.728440694,0.553475726,4.755782119,-0.827880576,bad
539,-0.105073377,-4.607425973,1.198867791,0.8599053,2.709267586,-2.563325471,1.776869606,good
540,-2.456224718,-1.300668395,1.90372355,-0.329152285,0.640678341,0.325072927,-2.568301692,good
541,0.184761262,-3.141016491,0.97788226,2.190711935,-0.49757596,-0.809477794,-2.814901901,bad
542,1.280475047,-2.673699578,-4.980916322,-0.195563979,0.488366477,4.524214896,-3.762212148,bad
543,2.229054486,-1.591630518,-4.369493538,1.012074406,0.995412987,2.743001766,-0.921203548,bad
544,-1.767222956,-0.934013839,0.53109418,1.025545068,1.699573369,-1.215803832,4.158394682,bad
545,-3.250218703,0.425068786,1.044693918,-0.584891536,-0.260019957,1.124428695,-1.758251832,good
546,0.089707401,-2.249989911,-2.673620318,2.762214054,0.035969561,-0.903596811,-1.456133779,good
547,-1.247655217,-1.980221982,2.402870961,1.330672585,0.606992546,0.822809913,2.450725045,good
548,-0.553438031,-1.485230595,1.178210805,-0.766074439,0.726136642,1.214320842,-3.315902733,good
549,-0.585303625,-2.347457288,0.443279128,0.643586138,-1.809371833,2.324649178,-0.426531147,bad
550,0.47047684,-2.127997995,-0.509164344,-2.32409399,3.058286118,-0.48845787,0.517261001,good
551,0.680121049,-0.82022041,-1.178802796,-1.815554951,1.669276788,0.22931037,1.582143197,good
552,-0.846490117,0.291283008,0.410922793,1.318478671,-0.243244175,-1.244824257,-0.138584021,bad
553,2.509374487,-3.113597384,-2.800003752,2.152582008,-1.289594648,1.091546428,-1.022113594,good
554,-0.248245549,-1.328074399,-3.034864549,0.371972318,-1.285891593,2.161545932,-2.334165601,bad
555,0.002626953,-1.048111588,-2.290952504,-0.232486653,2.029042557,2.401858963,-2.469547062,bad
556,2.365988943,-0.40845916,-1.889352773,0.317035839,2.321174952,0.201606158,2.966694832,good
557,2.366197388,-1.989425727,0.291273628,2.7370621,-0.433125254,2.993822728,0.775481436,good
558,-1.62359989,1.667150674,-1.004611802,-0.173799019,-2.276911981,0.91422704,2.056639697,bad
559,-3.360436166,-0.453961255,0.98522796,-1.760200315,0.093801121,1.954173736,-1.717266777,bad
560,-1.702933059,-3.828733221,0.172268874,0.603078586,-1.6370191,3.352336849,-2.281646448,bad
561,-1.536571618,-2.783878606,-0.825930942,-0.34684832,-3.713863485,1.624956723,-3.298101639,bad
562,0.782753603,-1.548182739,-0.13106364,2.578625542,1.320529289,1.412758227,-1.160508623,good
563,0.173943536,-1.671635287,-0.023466877,0.941615074,-1.136509319,0.6872827,-1.587952145,bad
564,-4.57472641,0.195993417,3.770370286,1.464653121,2.75028225,-2.540249044,-1.800760146,good
565,-0.499743859,-1.13807292,0.508688415,1.321902827,0.580225039,-2.549181044,1.003754094,good
566,1.566665946,0.868559307,-0.044273458,-0.716642918,1.768542663,-0.872781355,2.684720448,good
567,0.008339314,-0.258309041,-0.589022384,2.216558601,2.347407105,-0.439727813,-4.797638853,good
568,-1.132557682,-0.462099742,-2.043910543,1.561229857,-3.717128152,0.492360966,-0.201099027,bad
569,-2.634515299,-2.13824672,-2.440461285,0.657222891,2.19970859,4.763859177,-1.334611391,bad
570,0.186560062,1.546280104,-1.738423696,3.992410521,-1.45955036,-1.386517821,2.025756513,good
571,-3.646451688,-0.239610588,-0.306737877,-0.662168096,-1.193714145,2.504408406,-0.625379668,bad
572,1.968869205,1.103662593,-0.25558784,-1.246330559,3.626940193,-1.003571468,2.647722423,good
573,-0.601344922,0.652419419,-0.924715005,1.870702994,-0.862522623,0.858215897,2.199468715,bad
574,-0.503870437,-0.423417192,1.654682628,-1.085264511,0.079774502,-1.754534324,2.046075689,good
575,-1.307688526,-1.270986511,-1.086201924,0.553726314,1.648048117,1.840484244,-2.141922762,bad
576,1.411866768,-0.131127739,-4.547112874,3.194631624,-1.435088988,1.042234156,0.033384684,good
577,1.390972897,-3.280604021,-0.874736404,1.52799777,3.70972063,-1.499698377,2.564238209,good
578,-3.308436875,1.569101145,2.912392624,-1.379048102,0.89730116,-1.421308238,-3.997326959,good
579,-3.864325886,-1.528950388,-0.624226241,0.606943903,1.000794279,1.678759214,3.220818231,bad
580,0.517881697,-2.57873522,-3.349119296,1.918513719,0.296203604,0.042440421,-1.504922768,good
581,-1.252079173,0.379558653,0.630378058,0.895983698,1.815175987,0.584135752,-0.773422808,good
582,-5.616710564,5.79071359,-1.243050983,-0.505188763,0.43871925,-3.36780916,-4.45843063,good
583,-2.362143485,-0.23342443,0.981340025,0.571282283,1.007781655,0.733608538,-0.105291052,good
584,-1.321338737,-0.649023483,-1.700494889,1.297451445,-1.293395803,1.485721528,-0.476339027,bad
585,-1.017062947,-2.323691499,-0.684309708,2.011828561,-0.969649254,1.867842154,0.276865133,bad
586,-1.816202449,-4.419484591,1.372594536,-1.497221493,-1.301357488,1.843783417,-5.537818992,bad
587,-0.633836711,-0.620323598,0.373926443,1.128312738,1.585413416,1.109217091,-1.654340482,good
588,0.660224225,3.219762019,0.0361015,0.405034333,2.733102359,-2.811419364,1.937289864,good
589,0.099322411,-2.018287273,-1.592637735,2.015768102,-1.482077353,0.86335326,-1.710943166,bad
590,-0.900717148,-0.092367657,-0.089235244,1.616161179,-0.53162328,-2.144483172,1.102208093,good
591,-1.848506502,-1.762635081,-0.935232191,0.303709041,-1.094395254,2.633336734,-1.474869921,bad
592,-1.346421206,0.325349557,0.363486687,0.919303703,-1.428069002,-0.532935378,0.630116237,bad
593,0.995426711,-0.578828631,0.491468249,2.212457392,0.337693482,-2.324298549,0.7209638,good
594,1.800419707,-2.447155549,-0.999294678,0.929978776,0.355335496,-0.050020204,0.812995828,good
595,-0.952033089,2.865698687,-3.582741434,0.24254111,1.838408214,-0.470126561,-3.488241819,good
596,-1.49918899,-0.97213978,-1.038250028,0.577169563,0.601411673,2.003328699,-0.925759589,bad
597,-0.729853803,-0.512728565,-2.418846931,3.087692605,-0.29605865,-1.760261092,0.079276104,good
598,0.283243486,-1.645347912,-1.438196387,1.097949949,-2.676386764,1.952501478,-0.240177877,bad
599,-1.909341249,-0.709309168,1.275945101,0.458010481,-4.513731324,1.385947526,2.236754113,bad
600,-1.500364656,-2.547763152,-0.821351497,0.771691541,-1.203177526,1.068332559,-3.257193758,bad
601,-1.557356234,-1.846123803,2.114118329,0.362187895,1.571253465,0.623795348,-0.423856214,good
602,1.74387082,1.632728712,-1.279297479,2.758798983,-2.420213906,-0.214932142,2.064118217,good
603,-2.251848066,-0.167769259,-0.073715424,1.639973659,0.505095592,1.747491356,-0.299899373,bad
604,0.732457401,-1.331404733,-1.639145167,1.553624694,0.132915724,1.352320735,-1.037979931,bad
605,-0.932294179,-0.998089717,-2.15008989,0.047793902,1.811954553,1.614354627,1.353161003,bad
606,2.874264692,-3.702880406,-1.704317417,3.96381078,0.090643722,-1.058041898,-2.191083585,good
607,-1.023890666,1.941008581,0.506051235,0.568196481,0.178839711,-2.995350073,0.187428908,good
608,-3.191597254,0.373525228,0.636532181,-0.62580678,1.040844599,0.323503241,-2.31541651,good
609,1.49399631,-0.785932627,-1.410616611,1.133285644,-0.281787512,2.259486573,-0.195111846,good
610,-1.336614769,-0.953664344,-0.335851672,1.314613381,0.885873038,1.376948966,0.643951904,bad
611,1.294423893,-2.076881581,-0.609024724,2.560102304,1.964543676,-2.225214888,1.053746966,good
612,-0.429563811,0.058149216,-0.997900265,-0.178884865,2.492185845,-0.169497375,0.210347278,bad
613,1.132991657,-0.845150383,-1.277652116,-1.404552235,1.713443953,0.210441075,1.49337749,good
614,-1.17578631,-1.339868856,0.486295438,0.228027837,0.23760201,1.608960275,-0.853948036,bad
615,2.350002523,-3.968238891,-1.101896158,-2.52426432,1.596184873,1.786295441,2.141838373,good
616,2.707224804,-1.601124108,-3.172688923,-0.169798806,-0.469178075,2.18294336,0.820800826,good
617,-0.950541723,-0.878032973,-1.381008463,2.264994488,-2.574356228,-1.511089384,-2.005624759,bad
618,0.969600354,-3.873654979,1.370101547,2.435082107,0.35564807,3.217242733,2.43431229,good
619,-4.389032417,-2.012014025,0.416052283,1.155302186,0.845483421,1.777485812,5.614975313,bad
620,0.754979278,-2.540220866,-0.914930795,2.154751853,-1.785374739,0.906782499,-1.272654789,bad
621,-2.434181469,-2.395268733,-0.366694008,0.689192609,3.285802082,3.970508519,-0.681570939,bad
622,-0.038432816,-0.066770252,0.655297197,-0.15156905,1.432518508,-3.565192323,2.302842585,bad
623,-0.174429745,2.18701128,-1.656860453,0.940281765,-1.241882107,-0.966518516,0.060917574,good
624,-2.024398064,-2.3441758,-0.223759414,-0.468512004,5.812242075,0.784822869,4.434521041,bad
625,0.595694256,-2.36558273,-0.364477156,4.22471224,1.348387535,-3.178208236,1.466224085,good
626,-4.084910179,-1.014713666,3.033409091,1.676498138,-0.14170493,-0.337045152,2.131648699,bad
627,1.131184679,-1.231407209,-0.744317276,1.546482031,1.424070306,-1.547877026,0.964165879,good
628,-5.173834525,-0.832567425,3.814078611,-1.137651477,1.297219261,-0.634693097,-1.394846266,good
629,1.152665421,-1.647208902,1.074098598,1.518362185,-1.023612812,1.724863212,-1.393716037,good
630,-3.115689355,2.053538272,-0.439671942,2.225845668,-1.161312069,-3.473420591,-0.435061046,good
631,0.571692635,-0.863996985,-2.875435049,2.026405836,-4.246383911,1.006723513,0.500029929,bad
632,0.123454166,0.544629012,-0.880345087,0.234772821,-0.323289723,-0.635650803,-0.586411241,bad
633,-3.699118599,-1.922430354,-1.971064255,2.204418404,0.115186441,1.769828258,-3.135860673,bad
634,-0.976514707,-0.795726716,-0.244635036,0.611717394,-1.819678133,-1.362370906,-1.03071463,good
635,-1.623184045,-0.80700759,-0.371444497,0.431803665,0.467251243,1.741359744,-0.836539152,bad
636,0.538071195,-2.58376704,-0.373150523,2.60791603,1.744845562,2.851639173,-1.455314217,good
637,-0.588101844,-0.910437684,-0.450408815,1.42368466,0.787306221,0.022528706,1.7260921,bad
638,-0.840793436,-3.72039621,2.913149836,1.528257646,0.079635041,1.955687623,-0.539101247,good
639,0.795945873,-0.565885841,-3.279889656,1.522496146,1.547283844,2.023949401,-1.165522925,bad
640,-1.233481018,-0.751056508,-0.800962597,1.230868462,2.74722205,1.690282657,0.423361085,bad
641,2.728652926,-2.738928313,-4.569206033,3.429014767,2.388080129,0.534863996,0.445759947,good
642,-2.619934121,-2.222209762,3.210162135,3.198226854,4.005136612,-0.869893384,-0.630160574,good
643,0.072605807,-0.259472135,-2.665919512,0.10286239,-1.871710685,1.327608189,-1.010206942,bad
644,0.773108074,-3.642106501,0.778034842,-0.989159676,4.430591543,-1.726814878,3.050600945,good
645,1.393823623,0.428643902,-2.062432437,1.032301097,-0.686957246,-0.436844255,-0.490572827,bad
646,0.000305633,0.239963341,0.732234161,2.56172321,-1.573331581,-1.266561987,0.267861555,bad
647,-0.278953799,-0.563608436,1.888951231,1.177150821,-0.131230444,1.213522064,-0.549522887,good
648,-1.79013844,-2.883487577,-2.286722473,2.225203847,-0.703248983,3.738494175,-1.614855762,bad
649,0.079018488,-1.89430287,1.302424481,-0.195380435,0.627322458,1.907648631,-0.642410731,good
650,-0.569788532,1.605649942,-1.601559679,0.5283013,-1.125234674,-0.605007302,0.918075613,good
651,1.732434919,-6.58158967,3.624680374,1.388615665,1.574201163,3.308829017,-1.70027429,good
652,-0.452302749,-0.367927898,-1.51753758,1.842541016,1.201533012,0.492244552,-0.844719722,bad
653,-0.711822187,-1.114416631,-1.332153755,0.660113656,1.309089973,0.159041994,2.070395901,bad
654,1.147448359,1.961559391,-1.586544987,2.511214433,-1.274645856,-0.784790247,1.330072744,good
655,-5.221850842,1.645177221,0.708299089,-1.650452366,0.972119695,0.444031498,-2.18279681,good
656,-1.794746015,-1.292449618,3.136065157,1.627105628,1.729924501,-0.066158015,-1.032193774,good
657,-0.8194164,-1.491106655,2.477280667,-0.320205955,3.459358522,-3.428554586,4.173553001,good
658,-1.447188749,-1.675930188,-0.464819568,2.638306667,-2.620990805,3.498612406,-0.495153874,bad
659,0.860682229,-4.311208077,0.35373039,-1.235190485,5.186897274,-1.729828949,2.102015829,good
660,0.239307435,-3.788679809,0.291985017,-0.913248924,3.756461077,-1.900294377,1.401459762,good
661,1.697747885,-0.923047698,-3.852588337,0.873744573,-1.923216611,0.652453461,-0.94853192,bad
662,1.666354406,-3.521163155,-3.208839842,1.834060148,1.008371578,0.487534028,-0.46500337,good
663,-1.733815615,0.351822194,1.870895093,2.979014913,-2.047080866,-1.69042905,0.101005434,bad
664,0.398830208,-2.2205631,2.405669323,1.496692237,-0.918728364,1.891578652,1.692950967,good
665,-2.703039097,0.292112109,0.687527463,0.199698342,0.339277854,-0.806530696,1.32628185,bad
666,1.459970088,-0.523290193,-2.295516002,3.436031354,-0.050537162,-0.727057588,2.004537615,good
667,0.853441808,-0.951263728,-4.7285501,-1.131506246,3.582119835,3.301868246,-0.556703085,bad
668,0.949496271,0.645308802,-2.269460913,0.094519811,-0.279518976,2.618586406,1.842190395,bad
669,1.130616221,-1.474431147,0.963270497,1.314231782,0.795651505,0.676879932,-2.686719062,good
670,-0.991961517,-1.709689285,-1.439927254,1.341054779,1.250828142,1.360365448,3.387447604,bad
671,2.466118683,-2.925495981,0.927684636,2.071177352,1.358283471,3.139909748,2.42129939,good
672,2.925025863,-1.146937901,-1.765829853,2.277330124,0.866873879,-0.302877757,0.978183746,good
673,2.509913516,0.71684476,0.7430151,0.984577608,4.0270722,-2.279605597,4.300782725,good
674,-1.903976273,0.636192204,-1.981107458,3.409579704,0.698720253,-2.759760994,1.488269518,good
675,2.808188683,-1.000027757,-1.398065291,0.684466748,2.944581007,-0.606885097,1.560880955,good
676,-0.645857932,-2.564352832,-1.615879586,0.326544852,2.884080943,1.869757024,4.325308624,bad
677,0.309172204,-1.49468421,0.616379104,2.018279681,-0.776659532,-1.543283632,-1.38729856,bad
678,1.317040361,-4.190848806,1.492964325,2.62912962,0.064027018,3.578315521,0.797920023,good
679,-2.06053441,-4.255527986,5.669086632,0.970850075,0.330087838,1.532844721,-0.13201002,good
680,1.49178545,-1.188029602,0.2855794,-0.311663076,-2.034478243,3.039903392,-0.384522554,good
681,-1.234839187,1.269943936,-2.430020418,1.796216723,-0.442039985,1.229420582,1.691561916,bad
682,-2.743350012,-1.139140864,0.888225565,-0.393842178,-0.791498116,0.545421345,-2.001538354,bad
683,-1.43849124,0.045816205,1.314236527,0.780238453,0.739541348,-2.109372443,3.02839618,bad
684,-0.293773136,0.869154498,1.287190206,2.849382016,-0.395348687,-1.77450483,2.77301531,bad
685,0.034818167,-0.930391912,-1.971992909,1.381197268,-1.217503209,-0.276925841,0.603642425,good
686,-2.267533079,-0.995608169,2.254678222,-0.620752464,-0.772808023,1.336250891,-0.320548874,good
687,1.975435166,1.479167094,-1.28163655,0.094645075,2.811324265,-2.693316224,-0.471432166,bad
688,-2.713892507,-0.934109074,0.064536231,1.392949887,0.308389532,1.732371296,0.416518576,bad
689,0.031054092,0.563083299,0.380777887,1.308722315,0.317110162,0.435548896,-2.336331708,good
690,0.054952846,-1.096447834,0.731995421,2.030833012,-2.081122279,0.374895979,1.526001912,bad
691,-2.438136709,3.603286079,-3.994267383,-0.399099705,0.810791317,0.813200326,-1.674314414,good
692,-0.618070607,-0.348387853,-3.039494257,0.179553375,-4.127414662,1.492505117,-0.821002238,bad
693,3.481999667,-1.924882251,-0.710062507,1.854320847,7.148501831,-2.243854771,3.812018328,good
694,-2.275682195,-0.861695169,-2.764352487,1.83660484,1.377284872,4.592999491,0.296232403,bad
695,2.530664993,-5.275557003,-1.070968206,-1.274575629,5.232038206,0.410341404,3.532238446,good
696,-2.397332373,-2.346435489,2.581230549,2.504464476,2.605459771,0.060225279,-0.176108441,good
697,-3.776619209,1.224557653,-2.385297844,1.195891872,-0.389270958,1.615041983,0.149826546,bad
698,-0.513835903,1.479899561,-1.024512777,-0.195243692,-0.192964652,0.895768152,-2.727666723,good
699,0.806942682,-1.382541487,2.28018379,1.828640997,-0.500325906,1.67034233,1.629186243,good
700,3.038895908,-2.665843657,-1.490830721,2.806737521,3.200184447,-1.194293931,1.686512224,good
701,-1.712198696,-2.529664978,-2.066911436,0.443358568,3.54650754,1.021727292,5.170171939,bad
702,-1.528733949,-0.673736027,0.850186696,1.883974442,0.445454357,0.504518875,-1.344693541,good
703,-1.021574338,-0.5601416,-0.27518564,2.982361371,-1.099806241,-2.237719887,-1.120162817,bad
704,-5.478006479,-0.98187351,4.637864905,1.440098329,0.901111168,-2.40396897,5.746699131,bad
705,-0.981949489,1.055757001,1.823252404,-1.659131671,-1.166564611,-1.587969816,1.954753513,good
706,0.305225922,0.23307268,-2.442724653,1.55017963,-1.834622528,0.512185085,0.386518491,bad
707,1.643184405,-2.031034223,-1.365666607,0.277604934,0.336991226,0.380510019,2.047649446,good
708,-1.986056621,-2.480528109,4.129875711,0.625493279,1.046911625,1.037998311,0.022945313,good
709,1.077682621,-0.556638881,-1.228849147,-0.423770029,1.167051075,-0.058015046,1.631611692,good
710,-3.349240694,0.457772157,2.714773474,0.33754146,0.365277813,-1.254673003,-1.845646416,good
711,-0.320493374,-1.188782253,-0.23538073,2.217147282,-1.183967144,-1.254941382,-1.632354203,bad
712,-1.349722145,-0.925788353,0.77660359,0.969629154,-1.719256114,0.088880986,-0.212711899,bad
713,0.374536197,-0.17120865,-0.773124611,1.456375952,-2.345211146,-0.586197257,0.120913067,good
714,-0.948964754,-1.561852962,-0.109862871,0.785119136,0.179836636,-0.134177307,1.366933888,bad
715,-1.96409995,-1.402303207,3.562095299,0.391376977,-0.84401949,1.855761818,3.551641608,good
716,3.334510251,-1.644267792,-1.989985646,2.363715553,0.573928824,0.433118791,2.416317749,good
717,2.189326857,-1.119179783,-0.642913868,0.982333264,2.790276912,-1.412743392,1.632592779,good
718,0.09677995,-0.619040449,1.372660497,-1.551754788,-1.48809087,1.913225169,-2.730679347,good
719,3.255656007,-0.91947721,0.04825332,3.202552892,1.142664403,-1.312426305,4.392352372,good
720,-2.508758228,0.509478355,-1.841285663,-0.521504674,0.223022701,1.913735175,-1.170504546,bad
721,0.084068452,-1.589783821,1.254085134,1.771930759,-2.721070835,-1.942011953,-0.779940614,bad
722,-2.222777971,-2.537998669,-1.795083953,-1.08131145,-0.096376753,3.515105516,-4.208284752,bad
723,-2.863054129,-0.858381637,1.943438984,-0.340979675,2.701861335,-0.045718268,-3.121961293,good
724,-2.563175274,-0.247023638,0.775163309,0.741014155,0.723913503,0.136377812,-3.014997295,good
725,-1.370552293,-2.61157483,-1.75820626,-0.290133963,3.466107661,2.74215023,2.527526345,bad
726,-1.801161364,-0.692103901,-0.447486874,2.021364463,0.690526983,1.620998537,2.391349211,good
727,1.935878559,-1.368633482,-2.435416296,0.426253568,3.327613392,-0.30086596,0.440630298,good
728,-3.572582619,1.059641894,1.46963149,-1.684308558,1.326312304,0.308534957,-2.090557189,good
729,2.181240068,-2.280900032,0.471697078,2.992732794,-0.991189052,2.617760127,2.560803351,good
730,3.014566471,-0.631046495,-0.24429981,2.524328352,1.210399408,-1.507047907,1.949540556,good
731,-2.103942418,1.937547057,-1.392326205,2.327345378,-0.610525865,-0.084870675,2.330347175,bad
732,-0.11935875,-1.868233134,2.716261806,1.331909323,0.272557793,2.43465261,2.788116753,good
733,-1.994285176,0.084999774,-1.037805483,-0.722172122,0.204845734,-1.520301793,-0.19466949,good
734,1.020575034,-1.799720044,-1.452263597,0.953467183,-0.154009436,-0.217949376,2.386965287,bad
735,0.904309287,0.341878853,-3.797192798,1.6092051,-1.465360231,0.965242843,0.251244793,bad
736,-5.975032091,-0.829742604,5.538864978,2.010827044,1.415674551,-0.997706375,5.416040003,bad
737,-0.56576727,1.342609339,-2.871666494,0.092810013,1.4688122,1.807683039,0.070887645,bad
738,2.682281127,0.897648848,-1.023634004,2.244069482,-0.301776883,-2.576000009,0.629952465,bad
739,-1.689473463,1.854257153,-1.709250811,4.169339828,-3.245956515,-2.353093056,-0.920848181,good
740,-0.359776153,-1.163192596,-0.52483038,2.970166761,2.256458622,-3.209509125,2.932793736,good
741,0.077349052,-0.171175126,-1.364395781,4.491519184,-1.127824548,-2.438635299,0.001521444,good
742,1.718641807,-2.761063248,-0.592669642,1.3556338,0.680596659,-0.682477774,1.70291443,good
743,-0.369597243,1.957058744,0.774673559,-1.079614284,-0.537530354,-1.675156577,0.026500413,good
744,0.534562814,-2.521123327,-1.167173226,-0.809862953,5.227780537,1.38275763,0.638381721,bad
745,1.62467996,-1.832174211,-3.455343921,1.607084729,0.276397874,3.290654055,-2.109832124,bad
746,-1.880011246,0.403136744,0.51825074,2.415009167,1.619696525,0.008863284,2.626433539,bad
747,-2.417838628,-4.666294626,-0.126116766,1.304831254,-2.195826049,2.877770952,-3.84312533,bad
748,-4.764191786,-0.975257687,2.647538872,0.868845074,2.435195552,0.402740146,5.189715685,bad
749,1.03353604,1.102442526,0.760450795,-3.067833488,2.791210071,-1.038841274,1.280264687,good
750,0.572112894,-0.165089865,-3.656875647,2.410152385,-0.865361987,1.342625287,0.140840408,bad
751,1.978804742,-1.668787148,0.160049961,1.923280521,-1.968769791,0.502736842,1.177378852,bad
752,-0.888109498,0.019708233,-1.147750073,0.062864978,0.485839444,1.332188644,-0.531192355,bad
753,-2.894795693,-1.649702587,1.820986308,2.706713255,-0.484924511,-0.581211313,-0.771607308,bad
754,-0.720649579,-2.904340989,2.649370106,1.598382197,1.400860421,1.707681788,-0.396285908,good
755,-4.561322305,2.126360339,-3.325207918,-1.062219818,2.928190087,4.126126894,-0.609772001,bad
756,-0.164358007,-3.281920094,-0.815664297,0.645558081,-2.636687462,0.63338743,-3.552345851,bad
757,1.666744021,-1.52838265,-2.04521337,0.890557595,2.444052796,-0.304369855,2.065728297,good
758,-0.337941206,0.151411752,-0.929492761,-1.209260978,1.038715879,-0.810870703,-0.113157751,good
759,-3.317158516,0.105307039,3.542140946,2.550256949,-2.113224155,-3.586287805,5.305217658,bad
760,1.722806639,3.04331728,-0.678129997,-2.006044922,2.684418811,-0.0925722,4.738312808,good
761,-1.286048399,-2.465490554,-0.889402362,0.661327395,-0.833475908,1.743180036,-2.830523857,bad
762,-0.609944389,-0.988635869,2.076575524,0.070695058,1.883389005,0.38200651,-3.52838956,good
763,-1.101070039,-1.92838726,2.487759679,0.447987727,-1.069122939,-0.007834618,-0.651893154,bad
764,0.000814048,-1.062661381,-2.073396676,0.640931742,1.519447774,0.989351163,0.255524047,bad
765,0.681359862,-0.565209948,0.552918753,2.170155122,-2.178366676,-0.25823808,-2.736862892,bad
766,-0.821107208,-1.529110564,-1.028906111,4.658227028,2.282931603,-4.2078733,-0.728537862,good
